Município,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,Product
Guajará-Mirim,1695,0,53,3598,5964,6695,43847,3729,4557,4009,1954,9,0,0,0,0,54498,0,0,0,0,0,0,0,0,Rubber
Guapiaçu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Guaranésia,26169,12535,29048,58493,25928,67651,15011,72096,0,0,0,0,0,0,1,0,0,0,585,305,0,0,0,0,0,Rubber
Guararema,527,644,493,552,484,15,0,4,261,5,2853,1802,0,231,0,0,0,0,0,0,0,268,80,0,0,Rubber
Guaratinguetá,154403,13317,54309,352816,658448,859503,85114,120396,46740,55899,8854,32182,41960,117380,120222,75225,304602,88889,42955,26945,185170,252505,107125,7942,58742,Rubber
Guarujá,19,60,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,18000,0,0,0,Rubber
Guarulhos,825913,647198,678786,638463,503097,671626,737622,977036,639197,960709,2212833,2684875,2086711,2641812,2791543,2929310,3469837,3776466,2158713,1595125,2345195,2274020,1851055,2425523,2901850,Rubber
Guará,0,0,22,1,3,4,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Hidrolândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Rubber
Holambra,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,Rubber
Hortolândia,3310,1123,1000,1038,1060,363,1086,4077,12043,7579,3379,1565,4912,1352,1124,709,48,37,186,17,853,250,33,1128,66,Rubber
Ibirité,8,4,1053,1015,364,15,0,2,0,24,1296,382,40,988,168,0,0,0,0,0,0,0,0,0,0,Rubber
Igaporã,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Igarapé,25,109,239,472,139,112,137,346,15388,11,118,1,129,15,7,8,0,0,0,0,0,0,0,0,0,Rubber
Ilhéus,8,0,3,4,30,95,172,4,7,0,0,0,0,0,6,0,3,0,0,0,0,70,0,0,0,Rubber
Indaiatuba,13453,151372,12263,16342,19680,29276,103183,127256,345872,1445722,858532,415181,473234,434213,261661,189412,149684,77335,35122,22927,2441,4134,3016,5244,2140,Rubber
Ipatinga,23,0,8,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Iperó,11,20,20,8,91,279,0,0,1,2,156,160,4,0,10,177,0,65754,0,0,0,160,335,0,0,Rubber
Ipeúna,0,0,0,0,0,9724,90,4,18,263,13,788,1832,0,141,0,0,17,185,0,0,0,0,0,0,Rubber
Iracemápolis,0,1,0,46,0,35,0,0,3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itabira,6197,2040,469,210,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Rubber
Itabirito,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,116,106,393,141,40,706,2230,0,Rubber
Itacoatiara,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itagibá,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itaituba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14485,10885,Rubber
Itajobi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itajubá,151,83,175,135,1034,209,171,927,324,265,190,460,346,210,107,248,41,47,63,2,3,1,69,312,94,Rubber
Itajuípe,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,Rubber
Itamonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,Rubber
Itapecerica da Serra,4884,2071,151895,438844,333524,506882,810318,1265868,830571,451483,440596,287003,393772,320106,291344,58162,48702,74881,52511,6708,18825,6386,6300,5238,3994,Rubber
Itapetininga,4304590,3405308,2516989,1228992,711912,646646,133179,86587,80142,81919,61427,40958,5715,43137,9163,1046,1129,4851,0,953,0,16,0,0,0,Rubber
Itapevi,6776,9332,21892,7018,14537,10080,9484,15037,18793,10862,62284,34307,27569,42135,28327,18869,3726,961,6119,2350,0,77,9,0,10,Rubber
Itapira,212,1692,714,178,1509,307,805,1211,322,232,224,238,102,113,1192,573,172,416,344,2844,114,587,69,372,2,Rubber
Itaquaquecetuba,1688240,1252094,1257325,1621758,1945467,2138729,1853817,1548726,1861694,2218832,796455,377980,44272,90467,5726,1890,851,378,6222,123590,105010,62410,28369,3663,4325,Rubber
Itaquiraí,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itararé,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itatiaiuçu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,1832,488,0,0,Rubber
Itatiba,1185,1377,4571,1031,3300,2889,2669,4734,5442,6064,10472,6575,6006,14103,10883,17708,21260,6739,7231,7317,10578,9173,5844,7609,12074,Rubber
Itaúna,393,1118,527,1373,111,53,42,123,114,46,113,125,83,1051,780,39,1132,1327,1214,465,0,396,641,2874,3724,Rubber
Itu,50114,18240,33593,39295,33925,45454,86737,133465,108769,104432,130353,169928,18938,466663,894829,800699,764147,421700,485055,427819,330938,127463,10025,42945,58116,Rubber
Itumbiara,0,0,0,0,140,107,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Itupeva,1302,854,537,1291,2194,5622,7437,7687,20023,46055,157840,565322,547375,200576,46918,9491,2924,1002,6004,428,601,549,586,905,1099,Rubber
Itápolis,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Jaboticabal,10959,5660,7959,8486,8319,9313,13512,9926,16747,16850,16327,12282,6839,12851,6417,815,19,0,0,20,5,15,35,6,2,Rubber
Jacareí,353173,255327,609111,1435485,1227910,149754,137967,146006,142860,148667,235061,232060,104232,408009,311232,657470,165426,171326,161133,63663,30931,26311,12639,31285,10772,Rubber
Jaci,324000,562800,501600,0,0,0,494000,72000,0,10000,0,0,0,0,30000,44100,0,46850,317200,24675,0,0,0,0,0,Rubber
Jaciara,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Jaguariúna,33,776,252,556,2196,1861,1446,2497,1850,72,1545,348,635,5878,1303,1869,2063,1995,1151,887,629,378,404,113,0,Rubber
Jales,0,0,0,0,0,0,0,0,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Jambeiro,0,0,29,1,0,4,51,61,420,791,1228,919,708,2118,1192,887,3201,4497,2373,1794,1177,0,0,0,0,Rubber
Jandira,204,112,55,23,44,62,47,288,104,155,124,115,274,162,446,17,184,253,5022,58,4,1,0,0,0,Rubber
Jardinópolis,1335,0,0,0,0,0,0,0,120,0,130,6,0,0,0,0,0,0,0,0,16,0,0,0,0,Rubber
Jarinu,120,2774,80257,69277,19074,51560,38415,27748,5430,3087,10326,6,122,14,110,877,1461,0,1195,3842,5041,3180,8018,14013,5873,Rubber
Jaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Jaú,10,4,13,33,6,0,54,16,7,12008,678,0,65,19,18,2,0,6,37,63,72,169,105,20,15,Rubber
Ji-Paraná,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
João Monlevade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132389,30800,0,0,0,0,0,0,Rubber
Juatuba,0,380,5650,14815,19322,46740,87755,74545,88331,137524,40087,688,0,4433,4933,2822,2517,2035,723,48,0,1167,2237,0,0,Rubber
Juazeiro,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Juiz de Fora,0,22,278,0,0,14,49,0,0,0,24590,2,0,5681,29206,25,0,0,59,0,50,84,22,0,10218,Rubber
Jundiaí,248671,174453,175164,2418835,3628055,2445324,4011431,2904162,3601568,1772132,1306637,1385045,3787859,1981320,1072112,49253,58895,16647,17244,36567,21148,445663,17262,4460,13350,Rubber
Juquitiba,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Ladário,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,218,0,0,0,0,Rubber
Lagoa Santa,271968,266152,231855,355875,290604,678806,556920,992208,1187456,1321664,1644562,1422765,1239386,1438456,1827585,1523775,1649963,1277868,806385,528219,95438,40676,0,0,0,Rubber
Lagoa da Prata,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Lagoa do Barro do Piauí,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Lambari,0,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Lauro de Freitas,24,5,269,35,0,0,0,0,0,0,0,0,280,985,1739,692,0,0,43,506,0,0,0,670,0,Rubber
Lavras,455,457,450,82,180,572,6740,0,5134,30751,22831,1880,0,2792,671,0,15,17,43778,8912,0,0,0,0,0,Rubber
Leme,873,164,906,3990,2607,53,40,108,14,41,53,158,22,104,67,492,32,12,0,5,26,2,32,38,43,Rubber
Lençóis Paulista,93,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,Rubber
Limeira,421,341,555,1122,213,447,181,73,1296,2045,6325,3485,4759,4371,11510,11318,13651,12612,6777,4836,7381,6871,1443,15154,31928,Rubber
Lins,679,567,622,249,33,0,4,1,2,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,Rubber
Lorena,152128,405613,9195,24350,18379,78282,35,1276,54,39,48,5,3,40,18858,269,198,4445,2,82,2,2185,0,15,25,Rubber
Louveira,34,1,13,1361,75,605,95,868,28,27,6,55,18,14,1,0,0,42,6,26,0,0,0,0,0,Rubber
Macapá,0,3,150,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Machadinho D'Oeste,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Machado,0,0,0,0,0,0,0,0,0,23,73,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Rubber
Mairinque,1346,353,294,660,0,0,0,0,0,48,48,0,0,3,25093,42,0,0,11,0,0,10,145,49,50,Rubber
Mairiporã,12397,8184,10856,18380,11386,6738,686,159,41,969,555,1500,3121,2120,4282,1570,156,1833,4,0,0,0,1138,0,0,Rubber
Manaus,575164,439163,155625,2414,3284,44774,11470,22221,3687,5324,529207,5768,4753,3484,7599,3330,11977,2691,4219,17571,5465,386,233,18,7,Rubber
Maragogipe,0,0,0,0,0,0,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Mariana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,Rubber
Marituba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,Rubber
Marília,799,109,3029,591,48,69,380,204,129,86,167,42,62,5,34,1,2,1,11,0,0,0,0,0,0,Rubber
Mateus Leme,276975,154304,226824,114390,101392,72108,6258,1927,1684,837,1191,2345,3941,1482,0,0,0,0,0,0,0,0,2453,6255,4067,Rubber
Matias Barbosa,20,0,0,0,0,0,0,0,0,0,0,0,0,18694,191,0,0,0,0,0,0,0,0,0,0,Rubber
Matozinhos,0,18,0,0,0,0,593,1,1,1,0,0,0,6,0,1722,0,0,4,777,0,0,0,0,0,Rubber
Matão,15660,6878,4191,10029,5772,10480,8405,10636,21344,9276,8443,7653,5036,11250,4903,11047,4768,32023,30385,2282,28,110,2,0,0,Rubber
Mauá,36344,13446,84652,235568,31423,60683,44476,31971,34185,54091,42780,80684,73490,39577,37745,37288,37414,10879,10358,23876,87,37,453,4653,51124,Rubber
Mirandópolis,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Mirassol,0,0,0,3,0,0,0,76800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Mococa,0,0,0,0,0,5,306,0,0,0,0,0,0,0,0,0,0,0,0,0,520,76,25,40,113,Rubber
Mogi Guaçu,572,453,1896,671,439,10,20,8,506,163,202,174,21,95,73,327,1186,133,0,16016,0,0,9,1,0,Rubber
Mogi das Cruzes,759160,452452,445155,684718,999377,110252,1313,948,134,92,75,84,1134,10147,5078,4718,4681,8398,5862,3250,4510,16616,13348,4255,4908,Rubber
Mogi-Mirim,178217,100975,207318,183730,185045,188735,197274,250815,305,286,636,28,7,136,24,260,50,770,0,47,412,8554,5165,1565,401,Rubber
Moju,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Mongaguá,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Monte Alto,3233482,524950,418525,548219,228441,266305,398992,827954,1852086,2049477,1557165,1926165,1420206,2646300,2699563,2374562,1320434,622661,198036,140411,114224,125647,63007,146914,191405,Rubber
Monte Azul Paulista,0,0,0,28,0,0,47,2,28,0,1,3,8,0,13,4,0,0,0,0,0,0,0,0,0,Rubber
Monte Mor,6025,772,1537,3207,326,6974,413,369,1282,783,436,326,236,571,704,861,414,276,1003,39,68,240,90,361,24,Rubber
Monte Sião,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,Rubber
Montes Claros,270,0,0,0,2,0,0,1443,0,0,0,0,0,0,5,25,2,0,0,0,0,0,0,0,0,Rubber
Morro Agudo,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Nazaré Paulista,293,0,28,12,2,5,0,1,0,12,79,3,8,0,10,0,0,5,1,0,3,0,0,0,0,Rubber
Nerópolis,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Nova Era,0,0,0,0,0,9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Nova Lima,0,4,19,65,52,11,191,954,5,0,0,0,0,0,3,0,4,0,0,12,0,0,0,0,0,Rubber
Nova Mutum,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Nova Odessa,6231,3599,5936,6883,8342,5658,1777,2515,5182,2423,853,299,505,130,594,1118,486,123,60,2603,1679,2285,2591,3393,4706,Rubber
Nova Olímpia,0,0,0,0,0,0,0,0,12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Nova Viçosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Rubber
Olímpia,328,367,225,66,442,419,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Osasco,4372,4874,3852,14350,19131,4816,960,942,889,2431,2320,9217,9909,2182,4854,9333,77342,29537,18094,12127,3346,4649,14496,3621,5671,Rubber
Osvaldo Cruz,79,69,71,162,134,118,119,71,45,28,12,18,6,3,0,0,0,0,0,0,0,0,0,0,0,Rubber
Ourinhos,34,32,137,119,54,257,1092,63,41,68,55,53,26,22,48,67,15,8,28,19,30,4,13,1,22,Rubber
Ouro Fino,0,0,0,0,0,0,2,1,0,48,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,Rubber
Pacaraima,93,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,500,0,0,0,Rubber
Paracatu,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Paraisópolis,34,18,677,205,0,3,0,26,222,171,65,0,0,0,0,0,0,0,0,0,0,0,194,1145,1514,Rubber
Paranaíba,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Parauapebas,2332,54517,3858,2292,2986,4080,2564,0,0,0,283680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pardinho,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pará de Minas,154035,68766,110229,88020,265491,323768,276630,624279,348582,430005,522099,639870,572350,470500,653525,565125,530045,595014,575000,75000,1011,0,0,0,0,Rubber
Patos de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Rubber
Patrocínio,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Paulínia,2314,2604,220,86,20,43,328,47928,63505,1777,457,612,3250,386,333,204,184,0,0,0,0,0,0,0,0,Rubber
Pederneiras,103,279,567,8,0,85,39045,3476,150,56,20863,558,79648,1377,15829,1,184,605,1721,221,880,980,212,949,1056,Rubber
Pedra Branca do Amapari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312,0,0,0,0,0,0,0,0,0,Rubber
Pedreira,0,0,0,0,0,0,0,0,0,0,0,0,18050,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pedro Leopoldo,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Penápolis,2235,1086,507,166,1049,532,43634,9314,11763,9505,5906,7468,4641,6049,8227,5931,2109,11,0,0,0,0,0,0,0,Rubber
Peruíbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,Rubber
Piedade,126,258,92,2,14,8,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Rubber
Pilar do Sul,0,0,200,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pimenta Bueno,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pindamonhangaba,30,30,19739,69417,63434,33072,22873,11624,7119,11562,8310,16533,18901,16204,16275,35943,70609,49422,44452,0,83,0,0,307,4155,Rubber
Pindorama,251,189,74,475,11,12,7,1,0,0,350,66,54,15,53,65,144,23,4,3,197,18,0,0,0,Rubber
Piracaia,0,0,0,0,0,120,0,0,402,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Rubber
Piracicaba,821019,177871,60108,23243,63603,24142,55045,71526,217302,42567,23306,301562,201656,50011,25805,43498,46355,142291,18575,11607,56224,136254,18980,16561,14495,Rubber
Piraju,0,1,0,0,0,21,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pirapora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pirapora do Bom Jesus,0,0,0,0,0,0,0,0,0,0,0,4547,62598,55020,6981,44503,27791,22998,13016,5162,19698,30658,23821,23161,1794,Rubber
Pirassununga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,Rubber
Pompéia,14127,9299,17055,10825,14516,9170,10506,13280,16276,21469,18719,14992,16375,25647,7947,11082,6335,203,42,36,35,4,4,8734,5531,Rubber
Ponta Porã,205884,191656,246067,258250,199598,379253,265262,303472,243528,223893,206019,253986,203654,296035,245923,120196,26354,108,1214,1370,361,1201,937,281,117,Rubber
Pontal,200,311,327,376,461,461,290,247,417,62,579,42,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Porto Feliz,28446,22095,26583,27906,51017,65529,51555,37983,13,1,0,0,0,0,0,0,0,2,1466,3444,3652,6387,9179,25142,3525,Rubber
Porto Velho,3127,13944,18551,16392,16143,12631,20116,14972,3963,9782,1128,0,0,0,0,0,0,0,100,0,0,0,0,0,0,Rubber
Potim,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Pouso Alegre,820,987,51,84,66,684,1,23,540,47,21,59,7,0,0,0,0,0,0,529,0,0,0,26,0,Rubber
Poá,0,0,0,0,0,0,0,0,0,0,23,0,52,0,4,21,0,0,0,0,0,0,0,0,0,Rubber
Poços de Caldas,22945,0,0,0,0,0,0,0,0,0,7250,0,13,0,0,0,39,4896,0,0,0,0,6237,0,0,Rubber
Praia Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,127,1133,31,546,1505,100,100,0,Rubber
Presidente Médici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Presidente Prudente,164,4,0,0,0,0,1,2940,2,13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Presidente Venceslau,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Rafard,231829,109413,30307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Raposa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Ribeirão Pires,2169,1775,1689,1743,1539,7575,15059,15433,37377,19446,7613,46,316,1497,1609,218,1083,41,0,5006,3,51,3,1,1653,Rubber
Ribeirão Preto,510259,489770,433619,611973,472759,551555,427802,288463,362069,160018,82170,59495,54863,82720,136090,73378,164888,136677,158263,100240,105716,100773,118578,93764,111135,Rubber
Rinópolis,3,2,17,0,6,7,14,27,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Rio Branco,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Rio Claro,5851,10935,40625,29493,21539,16252,40882,20560,14191,30394,31610,23906,192,271,62,1327,17072,33,57,15,62,20,134,13,807,Rubber
Rio Grande da Serra,0,0,5,8,8,110,1062,15,272,106,50,0,0,0,28,0,0,0,0,0,0,0,0,6236,0,Rubber
Rio Novo,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Rio Verde,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Rio das Pedras,343,689,350,100,71,7164,0,416,0,84,136,106,67,20,713040,1058855,821038,211007,243623,333000,474022,1015136,481000,0,0,Rubber
Rondonópolis,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,120000,0,0,5760,0,0,0,0,0,Rubber
Sabará,1,32248,0,0,125,124,135,0,180,336,2547,1018,1270,2066,2719,1913,277,192,808,1513,1291,0,0,0,0,Rubber
Sales Oliveira,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Saltinho,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,Rubber
Salto,7733,2311,2723,2122,1785,3415,1588,5599,1292,0,556,2100,1748,17044,30772,18568,2190,775,132,104,11,14,601,260,13,Rubber
Salto de Pirapora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Salvador,451,660,1085,597,849,1424,1199,12652,11223,14852,11030,6010,618,590,457,7106,314,1389,69,3430,65,11,0,0,0,Rubber
Santa Branca,0,0,0,0,0,0,0,0,1050,544,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,Rubber
Santa Bárbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Rubber
Santa Bárbara d'Oeste,4937512,3917464,3793743,2493021,1640281,1675669,2374143,4456566,2438296,2097305,6360,9358,7303,222,59,82,328,47591,15,55531,1280,246270,2,10,17,Rubber
Santa Cruz do Rio Pardo,2,0,0,0,10,0,0,0,219,105,0,0,0,0,0,78,0,205,0,0,0,0,0,0,0,Rubber
Santa Fé do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rubber
Santa Gertrudes,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,8,80,0,0,0,0,0,0,0,Rubber
Santa Isabel,7667,7604,269,13324,155,3570,15450,19894,7658,6390,27406,36259,21924,67401,52435,37844,36392,27313,28916,37421,31612,70572,115809,75434,75670,Rubber
Santa Luzia,225,75,108,653,544,291,2,377,1,1,0,21,87,1,147,112,33,4,3,0,0,2,0,0,0,Rubber
Santa Rita do Passa Quatro,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santa Rita do Sapucaí,1625,100,119,249,0,5,1,6,44,12,0,143,0,199,439,55,84,0,1,14,44,111,96,192,1096,Rubber
Santana,0,0,0,0,0,0,0,0,0,0,216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santana de Parnaíba,20036581,48583,226958,51994,102484,123498,56151,656336,467980,204607,18346,25188,18349,46450,75752,42814,107035,86844,40428,7452,12142,3769,1737,132,153,Rubber
Santana do Paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santarém,127,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santo André,55920254,39611903,54672096,54326550,59078161,52531343,29082875,28684310,29590895,42234787,60986763,68585525,68379760,92751983,97430654,95596572,91977212,99987012,120845555,94459781,65365266,72489635,66656786,58117914,46707479,Rubber
Santo Antônio de Posse,72,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santo Antônio dos Lopes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santo Estêvão,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,Rubber
Santos,9244,42969,2581,267,29,299,282,381,1055,42533,30009,3765,120953,141,1206,136,172,1414,328177,45466,13220,0,14,46090,274198,Rubber
Sarzedo,14,10,103,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Serrana,0,0,0,0,0,0,0,0,0,0,0,102,136,0,0,0,0,1010,632,0,0,0,0,0,500,Rubber
Sertãozinho,7076,1885,1367,23241,827,1901,3732,1871,4660,639,3345,2284,1082,528,1715,2161,2235,1653,87,787,23,42,45,0,10,Rubber
Sete Lagoas,701141,167732,104654,302660,231229,129826,223160,470465,858007,384834,639032,61947,6014,1306068,6225,38250,145212,101430,8721,14508,3489,315,4,0,0,Rubber
Simões Filho,455,17,12,40,46,300,113,232,60,7,0,23,0,0,40,16355,22405,0,0,0,0,7,0,333,1002,Rubber
Socorro,0,4506,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rubber
Sorocaba,852818,506250,365517,395572,278021,435528,292687,339723,485783,478148,527590,516670,373677,768121,890177,641317,949718,571631,320190,258351,205748,432772,363754,469246,714098,Rubber
Sumaré,461092,355189,595153,713848,715934,815405,1355172,1118352,1269309,1303494,1060109,1240371,771041,1003229,811335,777238,791482,650769,433206,1044534,1019237,1180865,1743476,666650,482097,Rubber
